ymd,dow,employees,dayoff,bustrip,overtime,remote,menu3,dn,rice,soup,side1,side2,side3,kimchi,atoffice
2016-06-27,0,2637,96,227,300,0.0,쌀밥/잡곡밥 (쌀:국내산) 김치찌개  모둠장조림  주꾸미초무침  파래김  깍두기 (김치:국내산) ,609.0,쌀밥/잡곡밥,김치찌개,모둠장조림,주꾸미초무침,파래김,깍두기,2314.0
2016-06-28,1,2637,63,253,226,0.0,볶음밥/짜장소스 (쌀:국내산) 계란국  탕수만두  멕시칸샐러드  슈크림/단무지  포기김치 (김치:국내산) ,535.0,볶음밥/짜장소스,계란국,탕수만두,멕시칸샐러드,슈크림/단무지,포기김치,2321.0
2016-06-29,2,2637,67,248,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  아귀콩나물찜  비엔나컬리플라워볶음  우엉조림  포기김치 (김치:국내산) ,487.0,쌀밥/잡곡밥,청국장찌개,아귀콩나물찜,비엔나컬리플라워볶음,우엉조림,포기김치,2322.0
2016-06-30,3,2637,76,247,151,0.0,주먹밥 (쌀:국내산) 김치말이국수  감자버터구이  견과류조림  토마토   알타리김치 (김치:국내산) ,446.0,주먹밥,김치말이국수,감자버터구이,견과류조림,토마토,알타리김치,2314.0
2016-07-01,4,2643,145,215,41,0.0,쌀밥/잡곡밥 (쌀:국내산) 차돌박이된장찌개  깐풍기  옥수수전  도토리묵무침  포기김치 (김치:국내산) ,513.0,쌀밥/잡곡밥,차돌박이된장찌개,깐풍기,옥수수전,도토리묵무침,포기김치,2283.0
2016-07-04,0,2643,88,190,385,0.0,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  닭볶음탕  궁중떡찜  참나물  포기김치 (김치:국내산) ,582.0,쌀밥/잡곡밥,열무된장국,닭볶음탕,궁중떡찜,참나물,포기김치,2365.0
2016-07-05,1,2643,55,226,376,0.0,굴소스파인볶음밥 (쌀:국내산) 맑은국  탕수어  쫄면무침  단무지/또띠아칩  포기김치 (김치:국내산) ,551.0,굴소스파인볶음밥,맑은국,탕수어,쫄면무침,단무지/또띠아칩,포기김치,2362.0
2016-07-06,2,2643,56,224,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 시금치국  오징어볶음  새우까스  청경채겉절이  포기김치 (김치:국내산) ,484.0,쌀밥/잡곡밥,시금치국,오징어볶음,새우까스,청경채겉절이,포기김치,2363.0
2016-07-07,3,2643,64,238,340,0.0,쌀밥/잡곡밥 (쌀:국내산) 함박스테이크  단호박스프  옥수수감자범벅  양배추피클/음료  깍두기 (김치:국내산) ,494.0,쌀밥/잡곡밥,함박스테이크,단호박스프,옥수수감자범벅,양배추피클/음료,깍두기,2341.0
2016-07-08,4,2643,155,260,60,0.0,쌀밥/잡곡밥 (쌀:국내산) 알탕  고추잡채  동그랑땡전  김구이  포기김치 (김치:국내산) ,534.0,쌀밥/잡곡밥,알탕,고추잡채,동그랑땡전,김구이,포기김치,2228.0
2016-07-11,0,2643,121,210,366,0.0,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  가자미튀김  고기전  오이지  포기김치 (김치:국내산) ,630.0,쌀밥/잡곡밥,부대찌개,가자미튀김,고기전,오이지,포기김치,2312.0
2016-07-12,1,2643,72,223,382,0.0,볶음밥 (쌀:국내산) 쌀국수  수제핫도그  홍시드레싱샐러드  단무지무침  포기김치 (김치:국내산) ,519.0,볶음밥,쌀국수,수제핫도그,홍시드레싱샐러드,단무지무침,포기김치,2348.0
2016-07-13,2,2643,79,241,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  황태양념구이  베이컨계란말이  콩나물무침  포기김치 (김치:국내산) ,483.0,쌀밥/잡곡밥,쇠고기샤브국,황태양념구이,베이컨계란말이,콩나물무침,포기김치,2323.0
2016-07-14,3,2643,84,252,308,0.0,멸치주먹밥 (쌀:국내산) 물냉면  과일샐러드  무초절임  찐옥수수  포기김치 (김치:국내산) ,550.0,멸치주먹밥,물냉면,과일샐러드,무초절임,찐옥수수,포기김치,2307.0
2016-07-15,4,2643,189,261,55,0.0,쌀밥/잡곡밥 (쌀:국내산) 오징어국  쇠고기장조림  어묵볶음  아삭고추무침  포기김치 (김치:국내산) ,503.0,쌀밥/잡곡밥,오징어국,쇠고기장조림,어묵볶음,아삭고추무침,포기김치,2193.0
2016-07-18,0,2643,126,208,343,0.0,쌀밥/잡곡밥 (쌀:국내산) 느타리버섯국  고등어카레구이  비엔나감자볶음  온두부  김치볶음 (김치:국내산) ,596.0,쌀밥/잡곡밥,느타리버섯국,고등어카레구이,비엔나감자볶음,온두부,김치볶음,2309.0
2016-07-19,1,2643,111,233,263,0.0,콩나물밥 (쌀:국내산) 맑은국  너비아니  실곤약초무침  츄러스/참외  포기김치 (김치:국내산) ,424.0,콩나물밥,맑은국,너비아니,실곤약초무침,츄러스/참외,포기김치,2299.0
2016-07-20,2,2643,124,238,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 동태찌개  치킨핑거  버섯메밀전  가지나물  포기김치 (김치:국내산) ,443.0,쌀밥/잡곡밥,동태찌개,치킨핑거,버섯메밀전,가지나물,포기김치,2281.0
2016-07-21,3,2643,115,255,263,0.0,볶음밥 (쌀:국내산) 계란파국  유산슬  크랜베리단호박샐러드  단무지  포기김치 (김치:국내산) ,446.0,볶음밥,계란파국,유산슬,크랜베리단호박샐러드,단무지,포기김치,2273.0
2016-07-22,4,2643,251,272,47,0.0,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  깐풍기  옥수수전  콩나물무침  열무김치 (김치:국내산) ,501.0,쌀밥/잡곡밥,돈육김치찌개,깐풍기,옥수수전,콩나물무침,열무김치,2120.0
2016-07-25,0,2643,277,180,247,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  돈까스  꽈리고추어묵조림  메밀비빔국수  포기김치 (김치:국내산) ,584.0,쌀밥/잡곡밥,콩가루배추국,돈까스,꽈리고추어묵조림,메밀비빔국수,포기김치,2186.0
2016-07-26,1,2643,260,185,269,0.0,충무김밥 (쌀:국내산) 잔치국수  오징어무침  열대과일샐러드  타코야끼  알타리김치 (김치:국내산) ,582.0,충무김밥,잔치국수,오징어무침,열대과일샐러드,타코야끼,알타리김치,2198.0
2016-07-27,2,2643,299,192,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 어묵국  닭볶음탕  모둠버섯볶음  치커리사과무침  열무김치 (김치:국내산) ,423.0,쌀밥/잡곡밥,어묵국,닭볶음탕,모둠버섯볶음,치커리사과무침,열무김치,2152.0
2016-07-28,3,2643,340,204,197,0.0,카레라이스 (쌀:국내산) 맑은국  순대야채볶음  연두부  핫도그/음료  포기김치 (김치:국내산) ,434.0,카레라이스,맑은국,순대야채볶음,연두부,핫도그/음료,포기김치,2099.0
2016-07-29,4,2643,486,207,36,0.0,쌀밥/잡곡밥 (쌀:국내산) 아욱국  등뼈묵은지찜  해물파전  쑥갓두부무침  포기김치 (김치:국내산) ,472.0,쌀밥/잡곡밥,아욱국,등뼈묵은지찜,해물파전,쑥갓두부무침,포기김치,1950.0
2016-08-01,0,2644,512,109,238,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  소불고기  날치알계란찜  양배추쌈  포기김치 (김치:국내산) ,510.0,쌀밥/잡곡밥,콩나물국,소불고기,날치알계란찜,양배추쌈,포기김치,2023.0
2016-08-02,1,2644,460,167,268,0.0,쌀밥/잡곡밥 (쌀:국내산) 짬뽕수제비국  모둠장조림  가자미찜  머위대나물  알타리김치 (김치:국내산) ,515.0,쌀밥/잡곡밥,짬뽕수제비국,모둠장조림,가자미찜,머위대나물,알타리김치,2017.0
2016-08-03,2,2644,485,183,0,0.0,주먹밥 (쌀:국내산) 냉모밀국수  소고기퀘사디아  단무지/락교  참외  포기김치 (김치:국내산) ,363.0,주먹밥,냉모밀국수,소고기퀘사디아,단무지/락교,참외,포기김치,1976.0
2016-08-04,3,2644,467,200,262,0.0,오므라이스 (쌀:국내산) 가쯔오장국  떡볶이  양장피잡채  무피클  포기김치 (김치:국내산) ,456.0,오므라이스,가쯔오장국,떡볶이,양장피잡채,무피클,포기김치,1977.0
2016-08-05,4,2644,538,212,46,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  쭈꾸미볶음  두부구이  청경채겉절이  포기김치 (김치:국내산) ,448.0,쌀밥/잡곡밥,쇠고기무국,쭈꾸미볶음,두부구이,청경채겉절이,포기김치,1894.0
2016-08-08,0,2644,421,180,255,0.0,쌀밥/잡곡밥 (쌀:국내산) 북어국  찜닭 (닭고기:국내산) 탕평채  부추무침  포기김치 (김치:국내산) ,480.0,쌀밥/잡곡밥,북어국,찜닭,탕평채,부추무침,포기김치,2043.0
2016-08-09,1,2644,392,182,286,0.0,작은밥 (쌀:국내산) 콩국수  멕시칸샐러드  찐감자/수박  오복지  열무김치 (김치:국내산) ,470.0,작은밥,콩국수,멕시칸샐러드,찐감자/수박,오복지,열무김치,2070.0
2016-08-10,2,2644,411,188,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 닭개장  해물청경채볶음  옥수수전  단배추나물  포기김치 (김치:국내산) ,451.0,쌀밥/잡곡밥,닭개장,해물청경채볶음,옥수수전,단배추나물,포기김치,2045.0
2016-08-11,3,2644,413,202,295,0.0,볶음밥 (쌀:국내산) 스파게티/크림스프  치킨텐더 (닭고기:국내산) 마늘바게뜨/음료  수제피클  포기김치 (김치:국내산) ,530.0,볶음밥,스파게티/크림스프,치킨텐더,마늘바게뜨/음료,수제피클,포기김치,2029.0
2016-08-12,4,2644,587,215,60,0.0,쌀밥/잡곡밥 (쌀:국내산) 김치찌개  삼치된장구이  모듬소세지구이  숙주나물  알타리김치 (김치:국내산) ,410.0,쌀밥/잡곡밥,김치찌개,삼치된장구이,모듬소세지구이,숙주나물,알타리김치,1842.0
2016-08-16,1,2644,352,177,351,0.0,김밥볶음밥 (쌀:국내산) 미소장국  과일샐러드  비빔야채만두  찐옥수수/주스  포기김치 (김치:국내산) ,561.0,김밥볶음밥,미소장국,과일샐러드,비빔야채만두,찐옥수수/주스,포기김치,2115.0
2016-08-17,2,2644,311,191,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  돈육굴소스볶음  날치알계란찜  무말랭이무침  열무김치 (김치:국내산) ,465.0,쌀밥/잡곡밥,콩비지찌개,돈육굴소스볶음,날치알계란찜,무말랭이무침,열무김치,2142.0
2016-08-18,3,2644,274,215,364,0.0,유부초밥 (쌀:국내산) 김치우동  왕새우튀김  단무지  포도  포기김치 (김치:국내산) ,574.0,유부초밥,김치우동,왕새우튀김,단무지,포도,포기김치,2155.0
2016-08-19,4,2644,345,237,59,0.0,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  훈제오리/무쌈/양파절임  감자카레볶음  가지나물  포기김치 (김치:국내산) ,532.0,쌀밥/잡곡밥,된장찌개,훈제오리/무쌈/양파절임,감자카레볶음,가지나물,포기김치,2062.0
2016-08-22,0,2644,115,159,458,0.0,쌀밥/잡곡밥 (쌀:국내산) 무채국  돈육볶음 (돼지고기:국내산) 볼어묵조림  양배추쌈  포기김치 (김치:국내산) ,729.0,쌀밥/잡곡밥,무채국,돈육볶음,볼어묵조림,양배추쌈,포기김치,2370.0
2016-08-23,1,2644,86,211,386,0.0,김치볶음밥 (쌀:국내산) 유부장국  허니버터옥수수  닭가슴살장조림 (닭고기:국내산) 단무지무침/음료  포기김치 (김치:국내산) ,563.0,김치볶음밥,유부장국,허니버터옥수수,닭가슴살장조림,단무지무침/음료,포기김치,2347.0
2016-08-24,2,2644,113,209,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 감자국  등갈비김치찜 (돼지고기:국내산) 해파리냉채  잔멸치볶음  알타리김치 (김치:국내산) ,588.0,쌀밥/잡곡밥,감자국,등갈비김치찜,해파리냉채,잔멸치볶음,알타리김치,2322.0
2016-08-25,3,2644,123,241,308,0.0,콩국수  작은밥 (쌀:국내산) 춘권  단호박조림  마늘쫑무침  열무김치 (김치:국내산) ,508.0,콩국수,작은밥,춘권,단호박조림,마늘쫑무침,열무김치,2280.0
2016-08-26,4,2644,194,269,70,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩나물냉국  주꾸미볶음  메밀전병만두  미역레몬초무침  포기김치 (김치:국내산) ,489.0,쌀밥/잡곡밥,콩나물냉국,주꾸미볶음,메밀전병만두,미역레몬초무침,포기김치,2181.0
2016-08-29,0,2644,132,202,352,0.0,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  닭갈비  새송이버섯전  도라지오이생채  포기김치 (김치:국내산) ,568.0,쌀밥/잡곡밥,차돌박이찌개,닭갈비,새송이버섯전,도라지오이생채,포기김치,2310.0
2016-08-30,1,2644,96,242,268,0.0,굴소스해물볶음밥 (쌀:국내산) 맑은국  수제고로케  망고드레싱샐러드  쫄면/비트무절임  포기김치 (김치:국내산) ,514.0,굴소스해물볶음밥,맑은국,수제고로케,망고드레싱샐러드,쫄면/비트무절임,포기김치,2306.0
2016-08-31,2,2644,98,236,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  깐풍육  황태양념구이  해초무침  포기김치 (김치:국내산) ,498.0,쌀밥/잡곡밥,청국장찌개,깐풍육,황태양념구이,해초무침,포기김치,2310.0
2016-09-01,3,2769,99,250,336,0.0,참치주먹밥 (쌀:국내산) 로제파스타/스프  고구마치즈구이  오이피클/절인고추  요플레  포기김치 (김치:국내산) ,468.0,참치주먹밥,로제파스타/스프,고구마치즈구이,오이피클/절인고추,요플레,포기김치,2420.0
2016-09-02,4,2769,177,279,76,0.0,쌀밥/잡곡밥 (쌀:국내산) 알탕  돈육장조림  새싹두부구이  노각무침  알타리김치 (김치:국내산) ,460.0,쌀밥/잡곡밥,알탕,돈육장조림,새싹두부구이,노각무침,알타리김치,2313.0
2016-09-05,0,2769,100,225,447,0.0,쌀밥/잡곡밥 (쌀:국내산) 어묵국  제육볶음  실곤약흑임자무침  호박나물  포기김치 (김치:국내산) ,554.0,쌀밥/잡곡밥,어묵국,제육볶음,실곤약흑임자무침,호박나물,포기김치,2444.0
2016-09-06,1,2769,59,253,477,0.0,볶음밥/짜장소스 (쌀:국내산) 유부장국  멕시칸샐러드  찹쌀도너츠  단무지  포기김치 (김치:국내산) ,560.0,볶음밥/짜장소스,유부장국,멕시칸샐러드,찹쌀도너츠,단무지,포기김치,2457.0
2016-09-07,2,2769,65,241,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  닭오븐구이  김치녹두전  셀프무쌈말이  열무김치 (김치:국내산) ,504.0,쌀밥/잡곡밥,얼갈이된장국,닭오븐구이,김치녹두전,셀프무쌈말이,열무김치,2463.0
2016-09-08,3,2769,69,255,438,0.0,김밥 (쌀:국내산) 잔치국수  새우까스  꽃맛살샐러드  오복지  포기김치 (김치:국내산) ,548.0,김밥,잔치국수,새우까스,꽃맛살샐러드,오복지,포기김치,2445.0
2016-09-09,4,2769,137,288,86,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  자반고등어구이  미트볼케찹조림  양념깻잎지  포기김치 (김치:국내산) ,485.0,쌀밥/잡곡밥,쇠고기미역국,자반고등어구이,미트볼케찹조림,양념깻잎지,포기김치,2344.0
2016-09-12,0,2769,328,176,306,0.0,볶음밥 (쌀:국내산) 쌀국수  미니햄버거  요플레  단무지무침  포기김치 (김치:국내산) ,504.0,볶음밥,쌀국수,미니햄버거,요플레,단무지무침,포기김치,2265.0
2016-09-13,1,2769,511,108,52,0.0,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  주꾸미볶음  모듬묵  치커리유자무침  열무김치 (김치:국내산) ,238.0,쌀밥/잡곡밥,참치김치찌개,주꾸미볶음,모듬묵,치커리유자무침,열무김치,2150.0
2016-09-19,0,2769,167,180,550,0.0,쌀밥/잡곡밥 (쌀:국내산) 수제비국  탕평채  탕평채  치커리사과무침  깍두기 (김치:국내산) ,662.0,쌀밥/잡곡밥,수제비국,탕평채,탕평채,치커리사과무침,깍두기,2422.0
2016-09-20,1,2769,69,227,588,0.0,콩나물밥 (쌀:국내산) 맑은국  장어강정  마늘쫑볶음  포도주스  포기김치 (김치:국내산) ,627.0,콩나물밥,맑은국,장어강정,마늘쫑볶음,포도주스,포기김치,2473.0
2016-09-21,2,2769,58,246,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  쇠고기모둠장조림  해물파전  오이맛살초무침  포기김치 (김치:국내산) ,603.0,쌀밥/잡곡밥,고추장찌개,쇠고기모둠장조림,해물파전,오이맛살초무침,포기김치,2465.0
2016-09-22,3,2769,137,253,403,0.0,유부초밥 (쌀:국내산) 꼬지어묵우동  모듬떡볶이  맛탕  단무지  포기김치 (김치:국내산) ,533.0,유부초밥,꼬지어묵우동,모듬떡볶이,맛탕,단무지,포기김치,2379.0
2016-09-23,4,2769,165,278,99,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  수제돈까스  통도라지구이  미역무침/콘샐러드  포기김치 (김치:국내산) ,562.0,쌀밥/잡곡밥,콩나물국,수제돈까스,통도라지구이,미역무침/콘샐러드,포기김치,2326.0
2016-09-26,0,2769,70,224,494,0.0,쌀밥/잡곡밥 (쌀:국내산) 무채맑은국  갈치조림  두부계란부침  청경채생채  포기김치 (김치:국내산) ,710.0,쌀밥/잡곡밥,무채맑은국,갈치조림,두부계란부침,청경채생채,포기김치,2475.0
2016-09-27,1,2769,56,233,380,0.0,쇠고기숙주규동덮밥 (쌀:국내산) 미소장국  탕수어  또띠아칩  무피클  배추겉절이 (김치:국내산) ,550.0,쇠고기숙주규동덮밥,미소장국,탕수어,또띠아칩,무피클,배추겉절이,2480.0
2016-09-28,2,2769,50,225,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 조갯살미역국  미니채소떡갈비  홍어채무침  유채나물  포기김치 (김치:국내산) ,591.0,쌀밥/잡곡밥,조갯살미역국,미니채소떡갈비,홍어채무침,유채나물,포기김치,2494.0
2016-09-29,3,2769,153,227,331,0.0,충무김밥 (쌀:국내산) 잔치국수  오징어무침  군고구마  단무지  석박지 (김치:국내산) ,622.0,충무김밥,잔치국수,오징어무침,군고구마,단무지,석박지,2389.0
2016-09-30,4,2769,158,256,59,0.0,쌀밥/잡곡밥 (쌀:국내산) 근대된장국  돈육강정  계란찜  매운어묵볶음  포기김치 (김치:국내산) ,539.0,쌀밥/잡곡밥,근대된장국,돈육강정,계란찜,매운어묵볶음,포기김치,2355.0
2016-10-04,1,2670,59,239,1035,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개 (돼지고기:국내산) 닭볶음 (닭고기:국내산) 해파리냉채  상추치커리무침  포기김치 (김치:국내산) ,902.0,쌀밥/잡곡밥,콩비지찌개,닭볶음,해파리냉채,상추치커리무침,포기김치,2372.0
2016-10-05,2,2670,41,228,0,0.0,"쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  미니함박조림 (쇠고기:호주산,돈육:국내산) 실곤약초무침  취나물  포기김치 (김치:국내산) ",905.0,쌀밥/잡곡밥,순두부찌개,미니함박조림,실곤약초무침,취나물,포기김치,2401.0
